芭贰老磊,芭贰矫埃,瘤开,楷丰盔,惯傈樊(MWh)
2023-12-18,8,力林,浅仿,24.243512
2023-12-18,9,力林,浅仿,31.884869
2023-12-18,10,力林,浅仿,26.9555
2023-12-18,11,力林,浅仿,30.952566
2023-12-18,12,力林,浅仿,25.706672
2023-12-18,13,力林,浅仿,30.464883
2023-12-18,14,力林,浅仿,27.229595
2023-12-18,15,力林,浅仿,37.086319
2023-12-18,16,力林,浅仿,33.012791
2023-12-18,17,力林,浅仿,40.33282
2023-12-18,18,力林,浅仿,43.952804
2023-12-18,19,力林,浅仿,64.942925
2023-12-18,20,力林,浅仿,80.919188
2023-12-18,21,力林,浅仿,79.46629
2023-12-18,22,力林,浅仿,79.699144
2023-12-18,23,力林,浅仿,69.155687
2023-12-18,24,力林,浅仿,57.575386
2023-12-19,1,力林,浅仿,49.312929
2023-12-19,2,力林,浅仿,41.934949
2023-12-19,3,力林,浅仿,43.167531
2023-12-19,4,力林,浅仿,45.174044
2023-12-19,5,力林,浅仿,42.188825
2023-12-19,6,力林,浅仿,36.405836
2023-12-19,7,力林,浅仿,31.871452
2023-12-19,8,力林,浅仿,23.426857
2023-12-19,9,力林,浅仿,29.23544
2023-12-19,10,力林,浅仿,29.616253
2023-12-19,11,力林,浅仿,31.200446
2023-12-19,12,力林,浅仿,41.82056
2023-12-19,13,力林,浅仿,55.340454
2023-12-19,14,力林,浅仿,66.96774
2023-12-19,15,力林,浅仿,84.071304
2023-12-19,16,力林,浅仿,93.167679
2023-12-19,17,力林,浅仿,96.871219
2023-12-19,18,力林,浅仿,89.399507
2023-12-19,19,力林,浅仿,116.643643
2023-12-19,20,力林,浅仿,154.182383
2023-12-19,21,力林,浅仿,166.542024
2023-12-19,22,力林,浅仿,140.744683
2023-12-19,23,力林,浅仿,119.649642
2023-12-19,24,力林,浅仿,118.001938
2023-12-20,1,力林,浅仿,128.862202
2023-12-20,2,力林,浅仿,132.968996
2023-12-20,3,力林,浅仿,154.041239
2023-12-20,4,力林,浅仿,155.618781
2023-12-20,5,力林,浅仿,160.461778
2023-12-20,6,力林,浅仿,214.655536
2023-12-20,7,力林,浅仿,199.371946
2023-12-20,8,力林,浅仿,171.686938
2023-12-20,9,力林,浅仿,197.74853
2023-12-20,10,力林,浅仿,211.076771
2023-12-20,11,力林,浅仿,202.904431
2023-12-20,12,力林,浅仿,203.438834
2023-12-20,13,力林,浅仿,203.854031
2023-12-20,14,力林,浅仿,208.643744
2023-12-20,15,力林,浅仿,204.310504
2023-12-20,16,力林,浅仿,204.515515
2023-12-20,17,力林,浅仿,199.489285
2023-12-20,18,力林,浅仿,198.435321
2023-12-20,19,力林,浅仿,211.820109
2023-12-20,20,力林,浅仿,199.151425
2023-12-20,21,力林,浅仿,182.386308
2023-12-20,22,力林,浅仿,159.829359
2023-12-20,23,力林,浅仿,152.856226
2023-12-20,24,力林,浅仿,144.254081
2023-12-21,1,力林,浅仿,131.659325
2023-12-21,2,力林,浅仿,100.791715
2023-12-21,3,力林,浅仿,94.880324
2023-12-21,4,力林,浅仿,120.494255
2023-12-21,5,力林,浅仿,147.397051
2023-12-21,6,力林,浅仿,170.360688
2023-12-21,7,力林,浅仿,157.880298
2023-12-21,8,力林,浅仿,153.348687
2023-12-21,9,力林,浅仿,143.147883
2023-12-21,10,力林,浅仿,154.955885
2023-12-21,11,力林,浅仿,150.081641
2023-12-21,12,力林,浅仿,145.918586
2023-12-21,13,力林,浅仿,146.876693
2023-12-21,14,力林,浅仿,141.219134
2023-12-21,15,力林,浅仿,153.824073
2023-12-21,16,力林,浅仿,156.086786
2023-12-21,17,力林,浅仿,150.196598
2023-12-21,18,力林,浅仿,161.383296
2023-12-21,19,力林,浅仿,197.389256
2023-12-21,20,力林,浅仿,173.349298
2023-12-21,21,力林,浅仿,143.442611
2023-12-21,22,力林,浅仿,123.982268
2023-12-21,23,力林,浅仿,121.235867
2023-12-21,24,力林,浅仿,123.217696
2023-12-22,1,力林,浅仿,103.938756
2023-12-22,2,力林,浅仿,110.85353
2023-12-22,3,力林,浅仿,121.022848
2023-12-22,4,力林,浅仿,123.714033
2023-12-22,5,力林,浅仿,136.571056
2023-12-22,6,力林,浅仿,173.793425
2023-12-22,7,力林,浅仿,180.678379
2023-12-22,8,力林,浅仿,162.590612
2023-12-22,9,力林,浅仿,149.569596
2023-12-22,10,力林,浅仿,121.946126
2023-12-22,11,力林,浅仿,121.375177
2023-12-22,12,力林,浅仿,108.922626
2023-12-22,13,力林,浅仿,117.310529
2023-12-22,14,力林,浅仿,127.498926
2023-12-22,15,力林,浅仿,131.956107
2023-12-22,16,力林,浅仿,150.019418
2023-12-22,17,力林,浅仿,170.754951
2023-12-22,18,力林,浅仿,173.876538
2023-12-22,19,力林,浅仿,150.4391
2023-12-22,20,力林,浅仿,146.742639
2023-12-22,21,力林,浅仿,115.45173
2023-12-22,22,力林,浅仿,106.007695
2023-12-22,23,力林,浅仿,77.884517
2023-12-22,24,力林,浅仿,74.961657
2023-12-23,1,力林,浅仿,48.396281
2023-12-23,2,力林,浅仿,51.266439
2023-12-23,3,力林,浅仿,57.801243
2023-12-23,4,力林,浅仿,76.314906
2023-12-23,5,力林,浅仿,55.871455
2023-12-23,6,力林,浅仿,53.89931
2023-12-23,7,力林,浅仿,57.081209
2023-12-23,8,力林,浅仿,41.326046
2023-12-23,9,力林,浅仿,38.562313
2023-12-23,10,力林,浅仿,51.4683
2023-12-23,11,力林,浅仿,32.791577
2023-12-23,12,力林,浅仿,27.41218
2023-12-23,13,力林,浅仿,24.975717
2023-12-23,14,力林,浅仿,20.628738
2023-12-23,15,力林,浅仿,18.359652
2023-12-23,16,力林,浅仿,15.161125
2023-12-23,17,力林,浅仿,5.49312
2023-12-23,18,力林,浅仿,3.533679
2023-12-23,19,力林,浅仿,21.050979
2023-12-23,20,力林,浅仿,15.116164
2023-12-23,21,力林,浅仿,7.578438
2023-12-23,22,力林,浅仿,0.849872
2023-12-23,23,力林,浅仿,0.285936
2023-12-23,24,力林,浅仿,0.16674
2023-12-24,1,力林,浅仿,0.004228
2023-12-24,2,力林,浅仿,2.09472
2023-12-24,3,力林,浅仿,22.218346
2023-12-24,4,力林,浅仿,30.858196
2023-12-24,5,力林,浅仿,64.482252
2023-12-24,6,力林,浅仿,108.815045
2023-12-24,7,力林,浅仿,61.65775
2023-12-24,8,力林,浅仿,35.750155
2023-12-24,9,力林,浅仿,34.498796
2023-12-24,10,力林,浅仿,26.198442
2023-12-24,11,力林,浅仿,34.947988
2023-12-24,12,力林,浅仿,26.467038
2023-12-24,13,力林,浅仿,54.104444
2023-12-24,14,力林,浅仿,62.149626
2023-12-24,15,力林,浅仿,72.576214
2023-12-24,16,力林,浅仿,83.622112
2023-12-24,17,力林,浅仿,98.970818
2023-12-24,18,力林,浅仿,111.227934
2023-12-24,19,力林,浅仿,142.092682
2023-12-24,20,力林,浅仿,86.138332
2023-12-24,21,力林,浅仿,53.638775
2023-12-24,22,力林,浅仿,35.788202
2023-12-24,23,力林,浅仿,30.038626
2023-12-24,24,力林,浅仿,27.883282
2023-12-25,1,力林,浅仿,23.224124
2023-12-25,2,力林,浅仿,30.308136
2023-12-25,3,力林,浅仿,28.57339
2023-12-25,4,力林,浅仿,39.215054
2023-12-25,5,力林,浅仿,64.20477
2023-12-25,6,力林,浅仿,86.09498
2023-12-25,7,力林,浅仿,88.142343
2023-12-25,8,力林,浅仿,83.615523
2023-12-25,9,力林,浅仿,90.336048
2023-12-25,10,力林,浅仿,90.644495
2023-12-25,11,力林,浅仿,81.289285
2023-12-25,12,力林,浅仿,55.90579
2023-12-25,13,力林,浅仿,67.959782
2023-12-25,14,力林,浅仿,61.578894
2023-12-25,15,力林,浅仿,79.413052
2023-12-25,16,力林,浅仿,62.589344
2023-12-25,17,力林,浅仿,58.874552
2023-12-25,18,力林,浅仿,59.472096
2023-12-25,19,力林,浅仿,43.477722
2023-12-25,20,力林,浅仿,30.280394
2023-12-25,21,力林,浅仿,19.810067
2023-12-25,22,力林,浅仿,10.747173
2023-12-25,23,力林,浅仿,9.701029
2023-12-25,24,力林,浅仿,12.594149
2023-12-26,1,力林,浅仿,10.615659
2023-12-26,2,力林,浅仿,3.35327
2023-12-26,3,力林,浅仿,2.985324
2023-12-26,4,力林,浅仿,2.437557
2023-12-26,5,力林,浅仿,4.847032
2023-12-26,6,力林,浅仿,10.773343
2023-12-26,7,力林,浅仿,5.675496
2023-12-26,8,力林,浅仿,5.330398
2023-12-26,9,力林,浅仿,5.819454
2023-12-26,10,力林,浅仿,6.63366
2023-12-26,11,力林,浅仿,10.717165
2023-12-26,12,力林,浅仿,8.67263
2023-12-26,13,力林,浅仿,7.120565
2023-12-26,14,力林,浅仿,3.940106
2023-12-26,15,力林,浅仿,2.550101
2023-12-26,16,力林,浅仿,4.070275
2023-12-26,17,力林,浅仿,1.875867
2023-12-26,18,力林,浅仿,7.036986
2023-12-26,19,力林,浅仿,16.530808
2023-12-26,20,力林,浅仿,11.935259
2023-12-26,21,力林,浅仿,11.055172
2023-12-26,22,力林,浅仿,12.583795
2023-12-26,23,力林,浅仿,5.648946
2023-12-26,24,力林,浅仿,6.190454
2023-12-27,1,力林,浅仿,5.369838
2023-12-27,2,力林,浅仿,10.94455
2023-12-27,3,力林,浅仿,12.480817
2023-12-27,4,力林,浅仿,19.169941
2023-12-27,5,力林,浅仿,23.399586
2023-12-27,6,力林,浅仿,28.314996
2023-12-27,7,力林,浅仿,22.208542
2023-12-27,8,力林,浅仿,12.521593
2023-12-27,9,力林,浅仿,15.870081
2023-12-27,10,力林,浅仿,8.657011
2023-12-27,11,力林,浅仿,6.413835
2023-12-27,12,力林,浅仿,5.004731
2023-12-27,13,力林,浅仿,2.398065
2023-12-27,14,力林,浅仿,4.076199
2023-12-27,15,力林,浅仿,3.779924
2023-12-27,16,力林,浅仿,4.587944
2023-12-27,17,力林,浅仿,5.742353
2023-12-27,18,力林,浅仿,8.570604
2023-12-27,19,力林,浅仿,10.294656
2023-12-27,20,力林,浅仿,7.823013
2023-12-27,21,力林,浅仿,12.875831
2023-12-27,22,力林,浅仿,9.024795
2023-12-27,23,力林,浅仿,8.250841
2023-12-27,24,力林,浅仿,5.56046
2023-12-28,1,力林,浅仿,4.191412
2023-12-28,2,力林,浅仿,0.6559
2023-12-28,3,力林,浅仿,0.23504
2023-12-28,4,力林,浅仿,0.146064
2023-12-28,5,力林,浅仿,0.361756
2023-12-28,6,力林,浅仿,2.291928
2023-12-28,7,力林,浅仿,6.082155
2023-12-28,8,力林,浅仿,8.095161
2023-12-28,9,力林,浅仿,12.0687
2023-12-28,10,力林,浅仿,4.861436
2023-12-28,11,力林,浅仿,1.547636
2023-12-28,12,力林,浅仿,1.927604
2023-12-28,13,力林,浅仿,6.109751
2023-12-28,14,力林,浅仿,10.872403
2023-12-28,15,力林,浅仿,19.354177
2023-12-28,16,力林,浅仿,23.387507
2023-12-28,17,力林,浅仿,54.428828
2023-12-28,18,力林,浅仿,56.825872
2023-12-28,19,力林,浅仿,92.899548
2023-12-28,20,力林,浅仿,97.505825
2023-12-28,21,力林,浅仿,111.790307
2023-12-28,22,力林,浅仿,113.355195
2023-12-28,23,力林,浅仿,124.624283
2023-12-28,24,力林,浅仿,120.441214
2023-12-29,1,力林,浅仿,119.990442
2023-12-29,2,力林,浅仿,121.788489
2023-12-29,3,力林,浅仿,130.310284
2023-12-29,4,力林,浅仿,133.937927
2023-12-29,5,力林,浅仿,131.45559
2023-12-29,6,力林,浅仿,140.892564
2023-12-29,7,力林,浅仿,133.725225
2023-12-29,8,力林,浅仿,112.096684
2023-12-29,9,力林,浅仿,103.709607
2023-12-29,10,力林,浅仿,94.400076
2023-12-29,11,力林,浅仿,82.479621
2023-12-29,12,力林,浅仿,50.876468
2023-12-29,13,力林,浅仿,45.6434
2023-12-29,14,力林,浅仿,52.221398
2023-12-29,15,力林,浅仿,47.745925
2023-12-29,16,力林,浅仿,49.890485
2023-12-29,17,力林,浅仿,35.677648
2023-12-29,18,力林,浅仿,20.747317
2023-12-29,19,力林,浅仿,37.008058
2023-12-29,20,力林,浅仿,32.025756
2023-12-29,21,力林,浅仿,28.024984
2023-12-29,22,力林,浅仿,14.364428
2023-12-29,23,力林,浅仿,8.219527
2023-12-29,24,力林,浅仿,11.437612
2023-12-30,1,力林,浅仿,6.410925
2023-12-30,2,力林,浅仿,8.161266
2023-12-30,3,力林,浅仿,7.420206
2023-12-30,4,力林,浅仿,9.18036
2023-12-30,5,力林,浅仿,10.239788
2023-12-30,6,力林,浅仿,6.193821
2023-12-30,7,力林,浅仿,10.689856
2023-12-30,8,力林,浅仿,17.927719
2023-12-30,9,力林,浅仿,16.009716
2023-12-30,10,力林,浅仿,6.01406
2023-12-30,11,力林,浅仿,11.944808
2023-12-30,12,力林,浅仿,12.56024
2023-12-30,13,力林,浅仿,22.647797
2023-12-30,14,力林,浅仿,27.638471
2023-12-30,15,力林,浅仿,27.0155
2023-12-30,16,力林,浅仿,25.087674
2023-12-30,17,力林,浅仿,28.108404
2023-12-30,18,力林,浅仿,39.344898
2023-12-30,19,力林,浅仿,44.579548
2023-12-30,20,力林,浅仿,41.118616
2023-12-30,21,力林,浅仿,49.779916
2023-12-30,22,力林,浅仿,41.12703
2023-12-30,23,力林,浅仿,33.95059
2023-12-30,24,力林,浅仿,64.129596
2023-12-31,1,力林,浅仿,63.145886
2023-12-31,2,力林,浅仿,82.654259
2023-12-31,3,力林,浅仿,145.891087
2023-12-31,4,力林,浅仿,163.439103
2023-12-31,5,力林,浅仿,150.618887
2023-12-31,6,力林,浅仿,196.130715
2023-12-31,7,力林,浅仿,217.370858
2023-12-31,8,力林,浅仿,218.387514
2023-12-31,9,力林,浅仿,233.82437
2023-12-31,10,力林,浅仿,230.023273
2023-12-31,11,力林,浅仿,224.755092
2023-12-31,12,力林,浅仿,203.048532
2023-12-31,13,力林,浅仿,210.774427
2023-12-31,14,力林,浅仿,220.538039
2023-12-31,15,力林,浅仿,212.162912
2023-12-31,16,力林,浅仿,206.608619
2023-12-31,17,力林,浅仿,200.849773
2023-12-31,18,力林,浅仿,188.60222
2023-12-31,19,力林,浅仿,196.472306
2023-12-31,20,力林,浅仿,176.927073
2023-12-31,21,力林,浅仿,176.600025
2023-12-31,22,力林,浅仿,192.948317
2023-12-31,23,力林,浅仿,139.373002
2023-12-31,24,力林,浅仿,151.089322
